Date,PnL_Order,PnL_Category,PnL_Line,Entity,BusinessUnit,Prior_Year,Budget,Actual
2025-02-01,5,COGS,Direct Materials,Nordics,Hardware,-104505,-116641,-114414
2025-02-01,6,COGS,Direct Labor,Nordics,Hardware,-100372,-107669,-107263
2025-02-01,7,COGS,Cloud & Hosting,Nordics,Hardware,-49140,-53834,-52352
2025-02-01,8,COGS,Support Delivery,Nordics,Hardware,-37447,-40376,-40603
2025-02-01,9,Operating Expenses,Sales,Nordics,Hardware,-72309,-80752,-80668
2025-02-01,10,Operating Expenses,Marketing,Nordics,Hardware,-61485,-67293,-63822
2025-02-01,11,Operating Expenses,Research & Development,Nordics,Hardware,-88688,-98697,-96074
2025-02-01,12,Operating Expenses,General & Administrative,Nordics,Hardware,-53878,-58321,-55661
2025-02-01,13,Operating Expenses,IT & Systems,Nordics,Hardware,-27737,-31403,-29744
2025-02-01,14,Operating Expenses,Facilities & Rent,Nordics,Hardware,-23837,-26917,-25490
2025-02-01,15,Operating Expenses,Depreciation & Amort.,Nordics,Hardware,-22642,-24674,-25011
2025-02-01,16,Other,Interest Income,Nordics,Hardware,5063,5383,5328
2025-02-01,17,Other,Interest Expense,Nordics,Hardware,-11658,-12561,-12457
2025-02-01,18,Other,FX Gain/(Loss),Nordics,Hardware,6200,6729,6850
2025-02-01,19,Other,Other Income/(Expense),Nordics,Hardware,8070,8972,9068
2025-02-01,20,Other,Income Tax,Nordics,Hardware,-36557,-40376,-40378
2025-03-01,1,Revenue,Product Revenue,France,Software,784211,884544,881851
2025-03-01,2,Revenue,Subscription Revenue,France,Software,602785,663408,650303
2025-03-01,3,Revenue,Service Revenue,France,Software,362696,386988,382415
2025-03-01,4,Revenue,Support & Maintenance,France,Software,186347,199022,199550
2025-03-01,5,COGS,Direct Materials,France,Software,-262466,-287477,-273735
2025-03-01,6,COGS,Direct Labor,France,Software,-248092,-265363,-254918
2025-03-01,7,COGS,Cloud & Hosting,France,Software,-125891,-132682,-133210
2025-03-01,8,COGS,Support Delivery,France,Software,-91642,-99511,-100954
2025-03-01,9,Operating Expenses,Sales,France,Software,-180472,-199022,-198179
2025-03-01,10,Operating Expenses,Marketing,France,Software,-153289,-165852,-157210
2025-03-01,11,Operating Expenses,Research & Development,France,Software,-221614,-243250,-235323
2025-03-01,12,Operating Expenses,General & Administrative,France,Software,-133913,-143738,-143968
2025-03-01,13,Operating Expenses,IT & Systems,France,Software,-68527,-77398,-78648
2025-03-01,14,Operating Expenses,Facilities & Rent,France,Software,-60860,-66341,-65460
2025-03-01,15,Operating Expenses,Depreciation & Amort.,France,Software,-55330,-60812,-61721
2025-03-01,16,Other,Interest Income,France,Software,12313,13268,13343
2025-03-01,17,Other,Interest Expense,France,Software,-27225,-30959,-29559
2025-03-01,18,Other,FX Gain/(Loss),France,Software,-15190,-16585,-16037
2025-03-01,19,Other,Other Income/(Expense),France,Software,19973,22114,21877
2025-03-01,20,Other,Income Tax,France,Software,-87883,-99511,-97403
2025-03-01,1,Revenue,Product Revenue,France,Services,500252,530726,512203
2025-03-01,2,Revenue,Subscription Revenue,France,Services,364836,398045,380781
2025-03-01,3,Revenue,Service Revenue,France,Services,218373,232193,231103
2025-03-01,4,Revenue,Support & Maintenance,France,Services,110551,119413,118813
2025-03-01,5,COGS,Direct Materials,France,Services,-158496,-172486,-163183
2025-03-01,6,COGS,Direct Labor,France,Services,-145923,-159218,-160138
2025-03-01,7,COGS,Cloud & Hosting,France,Services,-74236,-79609,-81100
2025-03-01,8,COGS,Support Delivery,France,Services,-55390,-59707,-57929
2025-03-01,9,Operating Expenses,Sales,France,Services,-106525,-119413,-119525
2025-03-01,10,Operating Expenses,Marketing,France,Services,-89921,-99511,-94509
2025-03-01,11,Operating Expenses,Research & Development,France,Services,-137850,-145950,-140055
2025-03-01,12,Operating Expenses,General & Administrative,France,Services,-81077,-86243,-83882
2025-03-01,13,Operating Expenses,IT & Systems,France,Services,-41020,-46439,-44478
2025-03-01,14,Operating Expenses,Facilities & Rent,France,Services,-37561,-39804,-39092
2025-03-01,15,Operating Expenses,Depreciation & Amort.,France,Services,-33578,-36487,-35084
2025-03-01,16,Other,Interest Income,France,Services,7407,7961,7690
2025-03-01,17,Other,Interest Expense,France,Services,-17621,-18575,-18506
2025-03-01,18,Other,FX Gain/(Loss),France,Services,9286,9951,9708
2025-03-01,19,Other,Other Income/(Expense),France,Services,12433,13268,12770
2025-03-01,20,Other,Income Tax,France,Services,-56482,-59707,-60046
2025-03-01,1,Revenue,Product Revenue,France,Hardware,665529,707635,676849
2025-03-01,2,Revenue,Subscription Revenue,France,Hardware,476804,530726,514027
2025-03-01,3,Revenue,Service Revenue,France,Hardware,291343,309590,295171
2025-03-01,4,Revenue,Support & Maintenance,France,Hardware,148039,159218,154028
2025-03-01,5,COGS,Direct Materials,France,Hardware,-213100,-229981,-234261
2025-03-01,6,COGS,Direct Labor,France,Hardware,-186907,-212291,-214491
2025-03-01,7,COGS,Cloud & Hosting,France,Hardware,-95731,-106145,-102946
2025-03-01,8,COGS,Support Delivery,France,Hardware,-74255,-79609,-79695
2025-03-01,9,Operating Expenses,Sales,France,Hardware,-148214,-159218,-155267
2025-03-01,10,Operating Expenses,Marketing,France,Hardware,-119329,-132682,-133015
2025-03-01,11,Operating Expenses,Research & Development,France,Hardware,-184928,-194600,-195681
2025-03-01,12,Operating Expenses,General & Administrative,France,Hardware,-101934,-114991,-115457
2025-03-01,13,Operating Expenses,IT & Systems,France,Hardware,-56931,-61918,-58420
2025-03-01,14,Operating Expenses,Facilities & Rent,France,Hardware,-46890,-53073,-51066
2025-03-01,15,Operating Expenses,Depreciation & Amort.,France,Hardware,-45516,-48650,-48452
2025-03-01,16,Other,Interest Income,France,Hardware,9705,10615,10155
2025-03-01,17,Other,Interest Expense,France,Hardware,-22252,-24767,-25098
2025-03-01,18,Other,FX Gain/(Loss),France,Hardware,-12306,-13268,-12814
2025-03-01,19,Other,Other Income/(Expense),France,Hardware,-15681,-17691,-16888
2025-03-01,20,Other,Income Tax,France,Hardware,-74434,-79609,-79239
2025-03-01,1,Revenue,Product Revenue,Germany,Software,992765,1061453,1012234
2025-03-01,2,Revenue,Subscription Revenue,Germany,Software,737131,796090,775949
2025-03-01,3,Revenue,Service Revenue,Germany,Software,439889,464386,450740
2025-03-01,4,Revenue,Support & Maintenance,Germany,Software,221831,238827,236028
2025-03-01,5,COGS,Direct Materials,Germany,Software,-321904,-344972,-326336
2025-03-01,6,COGS,Direct Labor,Germany,Software,-288696,-318436,-300122
2025-03-01,7,COGS,Cloud & Hosting,Germany,Software,-150757,-159218,-156576
2025-03-01,8,COGS,Support Delivery,Germany,Software,-107090,-119413,-117980
2025-03-01,9,Operating Expenses,Sales,Germany,Software,-219541,-238827,-233345
2025-03-01,10,Operating Expenses,Marketing,Germany,Software,-177279,-199022,-199549
2025-03-01,11,Operating Expenses,Research & Development,Germany,Software,-263998,-291900,-278435
2025-03-01,12,Operating Expenses,General & Administrative,Germany,Software,-161214,-172486,-169340
2025-03-01,13,Operating Expenses,IT & Systems,Germany,Software,-88158,-92877,-88194
2025-03-01,14,Operating Expenses,Facilities & Rent,Germany,Software,-73774,-79609,-80292
2025-03-01,15,Operating Expenses,Depreciation & Amort.,Germany,Software,-68203,-72975,-71145
2025-03-01,16,Other,Interest Income,Germany,Software,14402,15922,15233
2025-03-01,17,Other,Interest Expense,Germany,Software,-32729,-37151,-35146
2025-03-01,18,Other,FX Gain/(Loss),Germany,Software,18026,19902,19527
2025-03-01,19,Other,Other Income/(Expense),Germany,Software,-24101,-26536,-26935
2025-03-01,20,Other,Income Tax,Germany,Software,-108093,-119413,-119868
2025-03-01,1,Revenue,Product Revenue,Germany,Services,563202,636872,614146
2025-03-01,2,Revenue,Subscription Revenue,Germany,Services,424600,477654,457812
2025-03-01,3,Revenue,Service Revenue,Germany,Services,252053,278631,266069
2025-03-01,4,Revenue,Support & Maintenance,Germany,Services,131115,143296,140598
2025-03-01,5,COGS,Direct Materials,Germany,Services,-192116,-206983,-199111
2025-03-01,6,COGS,Direct Labor,Germany,Services,-169148,-191062,-181354
2025-03-01,7,COGS,Cloud & Hosting,Germany,Services,-85258,-95531,-92266
2025-03-01,8,COGS,Support Delivery,Germany,Services,-64553,-71648,-69142
2025-03-01,9,Operating Expenses,Sales,Germany,Services,-130529,-143296,-136215
2025-03-01,10,Operating Expenses,Marketing,Germany,Services,-110703,-119413,-114016
2025-03-01,11,Operating Expenses,Research & Development,Germany,Services,-160621,-175140,-172305
2025-03-01,12,Operating Expenses,General & Administrative,Germany,Services,-92070,-103492,-98750
2025-03-01,13,Operating Expenses,IT & Systems,Germany,Services,-52317,-55726,-55166
2025-03-01,14,Operating Expenses,Facilities & Rent,Germany,Services,-42268,-47765,-47097
2025-03-01,15,Operating Expenses,Depreciation & Amort.,Germany,Services,-40428,-43785,-43569
2025-03-01,16,Other,Interest Income,Germany,Services,8566,9553,9233
2025-03-01,17,Other,Interest Expense,Germany,Services,-21205,-22291,-21450
2025-03-01,18,Other,FX Gain/(Loss),Germany,Services,11162,11941,11814
2025-03-01,19,Other,Other Income/(Expense),Germany,Services,15044,15922,15205
2025-03-01,20,Other,Income Tax,Germany,Services,-67329,-71648,-70636
2025-03-01,1,Revenue,Product Revenue,Germany,Hardware,787738,849162,856346
2025-03-01,2,Revenue,Subscription Revenue,Germany,Hardware,570986,636872,639885
2025-03-01,3,Revenue,Service Revenue,Germany,Hardware,339691,371508,360477
2025-03-01,4,Revenue,Support & Maintenance,Germany,Hardware,178272,191062,190459
2025-03-01,5,COGS,Direct Materials,Germany,Hardware,-257927,-275978,-279462
2025-03-01,6,COGS,Direct Labor,Germany,Hardware,-232888,-254749,-252890
2025-03-01,7,COGS,Cloud & Hosting,Germany,Hardware,-111963,-127374,-127488
2025-03-01,8,COGS,Support Delivery,Germany,Hardware,-90645,-95531,-95853
2025-03-01,9,Operating Expenses,Sales,Germany,Hardware,-169163,-191062,-183757
2025-03-01,10,Operating Expenses,Marketing,Germany,Hardware,-140938,-159218,-160126
2025-03-01,11,Operating Expenses,Research & Development,Germany,Hardware,-206946,-233520,-229706
2025-03-01,12,Operating Expenses,General & Administrative,Germany,Hardware,-122232,-137989,-137222
2025-03-01,13,Operating Expenses,IT & Systems,Germany,Hardware,-66762,-74302,-73897
2025-03-01,14,Operating Expenses,Facilities & Rent,Germany,Hardware,-60348,-63687,-60889
2025-03-01,15,Operating Expenses,Depreciation & Amort.,Germany,Hardware,-52075,-58380,-57136
2025-03-01,16,Other,Interest Income,Germany,Hardware,12117,12737,12115
2025-03-01,17,Other,Interest Expense,Germany,Hardware,-26882,-29721,-28267
2025-03-01,18,Other,FX Gain/(Loss),Germany,Hardware,14183,15922,15944
2025-03-01,19,Other,Other Income/(Expense),Germany,Hardware,18703,21229,21062
2025-03-01,20,Other,Income Tax,Germany,Hardware,-84709,-95531,-91256
2025-03-01,1,Revenue,Product Revenue,United Kingdom,Software,705980,796090,764479
2025-03-01,2,Revenue,Subscription Revenue,United Kingdom,Software,555928,597067,604376
2025-03-01,3,Revenue,Service Revenue,United Kingdom,Software,311997,348289,343685
2025-03-01,4,Revenue,Support & Maintenance,United Kingdom,Software,158989,179120,180930
2025-03-01,5,COGS,Direct Materials,United Kingdom,Software,-243531,-258729,-253825
2025-03-01,6,COGS,Direct Labor,United Kingdom,Software,-225653,-238827,-232430
2025-03-01,7,COGS,Cloud & Hosting,United Kingdom,Software,-108125,-119413,-116409
2025-03-01,8,COGS,Support Delivery,United Kingdom,Software,-84788,-89560,-90869
2025-03-01,9,Operating Expenses,Sales,United Kingdom,Software,-165502,-179120,-172786
2025-03-01,10,Operating Expenses,Marketing,United Kingdom,Software,-141968,-149267,-149604
2025-03-01,11,Operating Expenses,Research & Development,United Kingdom,Software,-206955,-218925,-220034
2025-03-01,12,Operating Expenses,General & Administrative,United Kingdom,Software,-121871,-129365,-123543
2025-03-01,13,Operating Expenses,IT & Systems,United Kingdom,Software,-64199,-69658,-70165
2025-03-01,14,Operating Expenses,Facilities & Rent,United Kingdom,Software,-55534,-59707,-57995
2025-03-01,15,Operating Expenses,Depreciation & Amort.,United Kingdom,Software,-48648,-54731,-52588
2025-03-01,16,Other,Interest Income,United Kingdom,Software,10972,11941,11843
2025-03-01,17,Other,Interest Expense,United Kingdom,Software,-25991,-27863,-26649
2025-03-01,18,Other,FX Gain/(Loss),United Kingdom,Software,-13845,-14927,-15195
2025-03-01,19,Other,Other Income/(Expense),United Kingdom,Software,-17494,-19902,-19448
2025-03-01,20,Other,Income Tax,United Kingdom,Software,-82662,-89560,-89094
2025-03-01,1,Revenue,Product Revenue,United Kingdom,Services,437496,477654,481037
2025-03-01,2,Revenue,Subscription Revenue,United Kingdom,Services,336848,358240,352224
2025-03-01,3,Revenue,Service Revenue,United Kingdom,Services,191672,208974,212406
2025-03-01,4,Revenue,Support & Maintenance,United Kingdom,Services,95394,107472,108855
2025-03-01,5,COGS,Direct Materials,United Kingdom,Services,-138142,-155237,-147398
2025-03-01,6,COGS,Direct Labor,United Kingdom,Services,-126988,-143296,-137148
2025-03-01,7,COGS,Cloud & Hosting,United Kingdom,Services,-64112,-71648,-69830
2025-03-01,8,COGS,Support Delivery,United Kingdom,Services,-48864,-53736,-54353
2025-03-01,9,Operating Expenses,Sales,United Kingdom,Services,-100017,-107472,-103644
2025-03-01,10,Operating Expenses,Marketing,United Kingdom,Services,-80724,-89560,-88620
2025-03-01,11,Operating Expenses,Research & Development,United Kingdom,Services,-119221,-131355,-131397
2025-03-01,12,Operating Expenses,General & Administrative,United Kingdom,Services,-72680,-77619,-73091
2025-03-01,13,Operating Expenses,IT & Systems,United Kingdom,Services,-37473,-41795,-41892
2025-03-01,14,Operating Expenses,Facilities & Rent,United Kingdom,Services,-31601,-35824,-34783
2025-03-01,15,Operating Expenses,Depreciation & Amort.,United Kingdom,Services,-29800,-32839,-32456
2025-03-01,16,Other,Interest Income,United Kingdom,Services,6313,7165,7110
2025-03-01,17,Other,Interest Expense,United Kingdom,Services,-14817,-16718,-16087
2025-03-01,18,Other,FX Gain/(Loss),United Kingdom,Services,-8422,-8956,-9084
2025-03-01,19,Other,Other Income/(Expense),United Kingdom,Services,-10611,-11941,-11979
2025-03-01,20,Other,Income Tax,United Kingdom,Services,-47493,-53736,-50747
2025-03-01,1,Revenue,Product Revenue,United Kingdom,Hardware,562210,636872,634591
2025-03-01,2,Revenue,Subscription Revenue,United Kingdom,Hardware,429164,477654,479772
2025-03-01,3,Revenue,Service Revenue,United Kingdom,Hardware,257829,278631,281398
2025-03-01,4,Revenue,Support & Maintenance,United Kingdom,Hardware,130254,143296,139284
2025-03-01,5,COGS,Direct Materials,United Kingdom,Hardware,-194231,-206983,-206543
2025-03-01,6,COGS,Direct Labor,United Kingdom,Hardware,-179922,-191062,-182021
2025-03-01,7,COGS,Cloud & Hosting,United Kingdom,Hardware,-90081,-95531,-93180
2025-03-01,8,COGS,Support Delivery,United Kingdom,Hardware,-65784,-71648,-69110
2025-03-01,9,Operating Expenses,Sales,United Kingdom,Hardware,-130969,-143296,-143247
2025-03-01,10,Operating Expenses,Marketing,United Kingdom,Hardware,-106866,-119413,-113354
2025-03-01,11,Operating Expenses,Research & Development,United Kingdom,Hardware,-158030,-175140,-173199
2025-03-01,12,Operating Expenses,General & Administrative,United Kingdom,Hardware,-96325,-103492,-102332
2025-03-01,13,Operating Expenses,IT & Systems,United Kingdom,Hardware,-49328,-55726,-53241
2025-03-01,14,Operating Expenses,Facilities & Rent,United Kingdom,Hardware,-43160,-47765,-48515
2025-03-01,15,Operating Expenses,Depreciation & Amort.,United Kingdom,Hardware,-38697,-43785,-44400
2025-03-01,16,Other,Interest Income,United Kingdom,Hardware,8927,9553,9493
2025-03-01,17,Other,Interest Expense,United Kingdom,Hardware,-20288,-22291,-21268
2025-03-01,18,Other,FX Gain/(Loss),United Kingdom,Hardware,-10554,-11941,-11280
2025-03-01,19,Other,Other Income/(Expense),United Kingdom,Hardware,15094,15922,15824
2025-03-01,20,Other,Income Tax,United Kingdom,Hardware,-66051,-71648,-67702
2025-03-01,1,Revenue,Product Revenue,Spain,Software,484980,530726,528334
2025-03-01,2,Revenue,Subscription Revenue,Spain,Software,360514,398045,397795
2025-03-01,3,Revenue,Service Revenue,Spain,Software,208831,232193,236019
2025-03-01,4,Revenue,Support & Maintenance,Spain,Software,112740,119413,120659
2025-03-01,5,COGS,Direct Materials,Spain,Software,-163818,-172486,-164865
2025-03-01,6,COGS,Direct Labor,Spain,Software,-144625,-159218,-157921
2025-03-01,7,COGS,Cloud & Hosting,Spain,Software,-71553,-79609,-76788
2025-03-01,8,COGS,Support Delivery,Spain,Software,-56665,-59707,-57704
2025-03-01,9,Operating Expenses,Sales,Spain,Software,-111132,-119413,-116725
2025-03-01,10,Operating Expenses,Marketing,Spain,Software,-91123,-99511,-100952
2025-03-01,11,Operating Expenses,Research & Development,Spain,Software,-136901,-145950,-139147
2025-03-01,12,Operating Expenses,General & Administrative,Spain,Software,-81924,-86243,-86431
2025-03-01,13,Operating Expenses,IT & Systems,Spain,Software,-42651,-46439,-46550
2025-03-01,14,Operating Expenses,Facilities & Rent,Spain,Software,-37291,-39804,-39633
2025-03-01,15,Operating Expenses,Depreciation & Amort.,Spain,Software,-34306,-36487,-34752
2025-03-01,16,Other,Interest Income,Spain,Software,7023,7961,7932
2025-03-01,17,Other,Interest Expense,Spain,Software,-17570,-18575,-18019
2025-03-01,18,Other,FX Gain/(Loss),Spain,Software,-9380,-9951,-9983
2025-03-01,19,Other,Other Income/(Expense),Spain,Software,11933,13268,12940
2025-03-01,20,Other,Income Tax,Spain,Software,-55784,-59707,-60059
2025-03-01,1,Revenue,Product Revenue,Spain,Services,280722,318436,321207
2025-03-01,2,Revenue,Subscription Revenue,Spain,Services,215134,238827,242348
2025-03-01,3,Revenue,Service Revenue,Spain,Services,128553,139316,141283
2025-03-01,4,Revenue,Support & Maintenance,Spain,Services,65448,71648,68596
2025-03-01,5,COGS,Direct Materials,Spain,Services,-97524,-103492,-105030
2025-03-01,6,COGS,Direct Labor,Spain,Services,-87792,-95531,-96660
2025-03-01,7,COGS,Cloud & Hosting,Spain,Services,-41971,-47765,-46439
2025-03-01,8,COGS,Support Delivery,Spain,Services,-33173,-35824,-36080
2025-03-01,9,Operating Expenses,Sales,Spain,Services,-66614,-71648,-70258
2025-03-01,10,Operating Expenses,Marketing,Spain,Services,-55189,-59707,-60067
2025-03-01,11,Operating Expenses,Research & Development,Spain,Services,-77265,-87570,-83583
2025-03-01,12,Operating Expenses,General & Administrative,Spain,Services,-49196,-51746,-49046
2025-03-01,13,Operating Expenses,IT & Systems,Spain,Services,-26186,-27863,-26613
2025-03-01,14,Operating Expenses,Facilities & Rent,Spain,Services,-21172,-23883,-24340
2025-03-01,15,Operating Expenses,Depreciation & Amort.,Spain,Services,-20781,-21892,-21765
2025-03-01,16,Other,Interest Income,Spain,Services,4509,4777,4674
2025-03-01,17,Other,Interest Expense,Spain,Services,-10129,-11145,-10599
2025-03-01,18,Other,FX Gain/(Loss),Spain,Services,-5595,-5971,-5716
2025-03-01,19,Other,Other Income/(Expense),Spain,Services,7058,7961,7724
2025-03-01,20,Other,Income Tax,Spain,Services,-31582,-35824,-34296
2025-03-01,1,Revenue,Product Revenue,Spain,Hardware,390172,424581,428718
2025-03-01,2,Revenue,Subscription Revenue,Spain,Hardware,289208,318436,303394
2025-03-01,3,Revenue,Service Revenue,Spain,Hardware,176754,185754,185558
2025-03-01,4,Revenue,Support & Maintenance,Spain,Hardware,84360,95531,95998
2025-03-01,5,COGS,Direct Materials,Spain,Hardware,-121468,-137989,-130961
2025-03-01,6,COGS,Direct Labor,Spain,Hardware,-121112,-127374,-120928
2025-03-01,7,COGS,Cloud & Hosting,Spain,Hardware,-58272,-63687,-62893
2025-03-01,8,COGS,Support Delivery,Spain,Hardware,-42658,-47765,-46255
2025-03-01,9,Operating Expenses,Sales,Spain,Hardware,-85674,-95531,-93728
2025-03-01,10,Operating Expenses,Marketing,Spain,Hardware,-73382,-79609,-79350
2025-03-01,11,Operating Expenses,Research & Development,Spain,Hardware,-103757,-116760,-116255
2025-03-01,12,Operating Expenses,General & Administrative,Spain,Hardware,-61732,-68994,-67012
2025-03-01,13,Operating Expenses,IT & Systems,Spain,Hardware,-33084,-37151,-37856
2025-03-01,14,Operating Expenses,Facilities & Rent,Spain,Hardware,-30257,-31844,-30655
2025-03-01,15,Operating Expenses,Depreciation & Amort.,Spain,Hardware,-26038,-29190,-28825
2025-03-01,16,Other,Interest Income,Spain,Hardware,5834,6369,6014
2025-03-01,17,Other,Interest Expense,Spain,Hardware,-13275,-14860,-14834
2025-03-01,18,Other,FX Gain/(Loss),Spain,Hardware,7166,7961,7686
2025-03-01,19,Other,Other Income/(Expense),Spain,Hardware,-9350,-10615,-10071
2025-03-01,20,Other,Income Tax,Spain,Hardware,-44420,-47765,-48693
2025-03-01,1,Revenue,Product Revenue,Italy,Software,588425,619181,628660
2025-03-01,2,Revenue,Subscription Revenue,Italy,Software,431475,464386,463823
2025-03-01,3,Revenue,Service Revenue,Italy,Software,251401,270892,265778
2025-03-01,4,Revenue,Support & Maintenance,Italy,Software,132289,139316,135990
2025-03-01,5,COGS,Direct Materials,Italy,Software,-188330,-201234,-195052
2025-03-01,6,COGS,Direct Labor,Italy,Software,-169065,-185754,-182355
2025-03-01,7,COGS,Cloud & Hosting,Italy,Software,-87749,-92877,-94590
2025-03-01,8,COGS,Support Delivery,Italy,Software,-62580,-69658,-69356
2025-03-01,9,Operating Expenses,Sales,Italy,Software,-126345,-139316,-133088
2025-03-01,10,Operating Expenses,Marketing,Italy,Software,-102876,-116096,-111390
2025-03-01,11,Operating Expenses,Research & Development,Italy,Software,-158790,-170275,-163555
2025-03-01,12,Operating Expenses,General & Administrative,Italy,Software,-88604,-100617,-95105
2025-03-01,13,Operating Expenses,IT & Systems,Italy,Software,-49908,-54178,-54365
2025-03-01,14,Operating Expenses,Facilities & Rent,Italy,Software,-42262,-46439,-47028
2025-03-01,15,Operating Expenses,Depreciation & Amort.,Italy,Software,-38669,-42569,-42287
2025-03-01,16,Other,Interest Income,Italy,Software,8543,9288,8925
2025-03-01,17,Other,Interest Expense,Italy,Software,-20011,-21671,-21978
2025-03-01,18,Other,FX Gain/(Loss),Italy,Software,-10739,-11610,-11712
2025-03-01,19,Other,Other Income/(Expense),Italy,Software,13924,15480,15187
2025-03-01,20,Other,Income Tax,Italy,Software,-63423,-69658,-69533
2025-03-01,1,Revenue,Product Revenue,Italy,Services,335090,371508,351432
2025-03-01,2,Revenue,Subscription Revenue,Italy,Services,258202,278631,281862
2025-03-01,3,Revenue,Service Revenue,Italy,Services,153548,162535,153296
2025-03-01,4,Revenue,Support & Maintenance,Italy,Services,79179,83589,81844
2025-03-01,5,COGS,Direct Materials,Italy,Services,-112305,-120740,-121741
2025-03-01,6,COGS,Direct Labor,Italy,Services,-102642,-111453,-107301
2025-03-01,7,COGS,Cloud & Hosting,Italy,Services,-49115,-55726,-53313
2025-03-01,8,COGS,Support Delivery,Italy,Services,-38910,-41795,-41237
2025-03-01,9,Operating Expenses,Sales,Italy,Services,-78829,-83589,-79217
2025-03-01,10,Operating Expenses,Marketing,Italy,Services,-64695,-69658,-69723
2025-03-01,11,Operating Expenses,Research & Development,Italy,Services,-97201,-102165,-99295
2025-03-01,12,Operating Expenses,General & Administrative,Italy,Services,-53658,-60370,-57321
2025-03-01,13,Operating Expenses,IT & Systems,Italy,Services,-30686,-32507,-32123
2025-03-01,14,Operating Expenses,Facilities & Rent,Italy,Services,-26093,-27863,-26296
2025-03-01,15,Operating Expenses,Depreciation & Amort.,Italy,Services,-22615,-25541,-24960
2025-03-01,16,Other,Interest Income,Italy,Services,5099,5573,5673
2025-03-01,17,Other,Interest Expense,Italy,Services,-11636,-13003,-12386
2025-03-01,18,Other,FX Gain/(Loss),Italy,Services,-6395,-6966,-6648
2025-03-01,19,Other,Other Income/(Expense),Italy,Services,8243,9288,9225
2025-03-01,20,Other,Income Tax,Italy,Services,-37193,-41795,-39822
2025-03-01,1,Revenue,Product Revenue,Italy,Hardware,461021,495345,489102
2025-03-01,2,Revenue,Subscription Revenue,Italy,Hardware,336282,371508,368246
2025-03-01,3,Revenue,Service Revenue,Italy,Hardware,203242,216713,205716
2025-03-01,4,Revenue,Support & Maintenance,Italy,Hardware,103128,111453,108681
2025-03-01,5,COGS,Direct Materials,Italy,Hardware,-141622,-160987,-162630
2025-03-01,6,COGS,Direct Labor,Italy,Hardware,-135812,-148603,-143603
2025-03-01,7,COGS,Cloud & Hosting,Italy,Hardware,-65645,-74302,-74363
2025-03-01,8,COGS,Support Delivery,Italy,Hardware,-52971,-55726,-52954
2025-03-01,9,Operating Expenses,Sales,Italy,Hardware,-104085,-111453,-113635
2025-03-01,10,Operating Expenses,Marketing,Italy,Hardware,-83569,-92877,-89618
2025-03-01,11,Operating Expenses,Research & Development,Italy,Hardware,-129312,-136220,-129703
2025-03-01,12,Operating Expenses,General & Administrative,Italy,Hardware,-74972,-80494,-79269
2025-03-01,13,Operating Expenses,IT & Systems,Italy,Hardware,-38821,-43343,-42080
2025-03-01,14,Operating Expenses,Facilities & Rent,Italy,Hardware,-34912,-37151,-37749
2025-03-01,15,Operating Expenses,Depreciation & Amort.,Italy,Hardware,-31762,-34055,-33704
2025-03-01,16,Other,Interest Income,Italy,Hardware,6849,7430,7304
2025-03-01,17,Other,Interest Expense,Italy,Hardware,-16439,-17337,-17279
2025-03-01,18,Other,FX Gain/(Loss),Italy,Hardware,8262,9288,9082
2025-03-01,19,Other,Other Income/(Expense),Italy,Hardware,11732,12384,11739
2025-03-01,20,Other,Income Tax,Italy,Hardware,-51018,-55726,-52911
2025-03-01,1,Revenue,Product Revenue,United States,Software,1324392,1415270,1436183
2025-03-01,2,Revenue,Subscription Revenue,United States,Software,961873,1061453,1039021
2025-03-01,3,Revenue,Service Revenue,United States,Software,584135,619181,594314
2025-03-01,4,Revenue,Support & Maintenance,United States,Software,281530,318436,305957
2025-03-01,5,COGS,Direct Materials,United States,Software,-432382,-459963,-434735
2025-03-01,6,COGS,Direct Labor,United States,Software,-374841,-424581,-422662
2025-03-01,7,COGS,Cloud & Hosting,United States,Software,-195645,-212291,-208895
2025-03-01,8,COGS,Support Delivery,United States,Software,-142208,-159218,-157910
2025-03-01,9,Operating Expenses,Sales,United States,Software,-287349,-318436,-316394
2025-03-01,10,Operating Expenses,Marketing,United States,Software,-245957,-265363,-264531
2025-03-01,11,Operating Expenses,Research & Development,United States,Software,-349102,-389199,-376324
2025-03-01,12,Operating Expenses,General & Administrative,United States,Software,-207314,-229981,-231026
2025-03-01,13,Operating Expenses,IT & Systems,United States,Software,-112760,-123836,-125042
2025-03-01,14,Operating Expenses,Facilities & Rent,United States,Software,-100890,-106145,-104000
2025-03-01,15,Operating Expenses,Depreciation & Amort.,United States,Software,-89228,-97300,-92767
2025-03-01,16,Other,Interest Income,United States,Software,18985,21229,21518
2025-03-01,17,Other,Interest Expense,United States,Software,-46922,-49534,-47163
2025-03-01,18,Other,FX Gain/(Loss),United States,Software,23440,26536,26825
2025-03-01,19,Other,Other Income/(Expense),United States,Software,-32930,-35382,-35680
2025-03-01,20,Other,Income Tax,United States,Software,-143056,-159218,-154507
2025-03-01,1,Revenue,Product Revenue,United States,Services,807684,849162,823402
2025-03-01,2,Revenue,Subscription Revenue,United States,Services,584063,636872,601685
2025-03-01,3,Revenue,Service Revenue,United States,Services,339424,371508,358920
2025-03-01,4,Revenue,Support & Maintenance,United States,Services,177855,191062,181300
2025-03-01,5,COGS,Direct Materials,United States,Services,-257620,-275978,-274628
